iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
ZAF,Africa,South Africa,2020-06-01,34357.0,1674.0,1534.571,705.0,22.0,32.0,579.291,28.225,25.874,11.887,0.371,0.54,1.4,,,,,,,,,17617.0,742742.0,12.523,0.297,20852.0,0.352,0.074,13.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-02,35812.0,1455.0,1649.714,755.0,50.0,33.0,603.824,24.533,27.816,12.73,0.843,0.556,1.41,,,,,,,,,18792.0,761534.0,12.84,0.317,22220.0,0.375,0.074,13.5,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-03,37525.0,1713.0,1655.429,792.0,37.0,34.286,632.707,28.883,27.912,13.354,0.624,0.578,1.42,,,,,,,,,24445.0,785979.0,13.252,0.412,21569.0,0.364,0.077,13.0,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-04,40792.0,3267.0,1912.714,848.0,56.0,38.714,687.791,55.085,32.25,14.298,0.944,0.653,1.46,,,,,,,,,34696.0,820675.0,13.837,0.585,23565.0,0.397,0.081,12.3,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-05,43434.0,2642.0,2027.714,908.0,60.0,42.429,732.338,44.547,34.189,15.31,1.012,0.715,1.43,,,,,,,,,30196.0,850871.0,14.346,0.509,24385.0,0.411,0.083,12.0,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-06,45973.0,2539.0,2143.714,952.0,44.0,44.143,775.148,42.81,36.145,16.052,0.742,0.744,1.39,,,,,,,,,40797.0,891668.0,15.034,0.688,27112.0,0.457,0.079,12.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-07,48285.0,2312.0,2228.857,998.0,46.0,45.0,814.13,38.982,37.581,16.827,0.776,0.759,1.36,,,,,,,,,28396.0,920064.0,15.513,0.479,27848.0,0.47,0.08,12.5,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-08,50879.0,2594.0,2360.286,1080.0,82.0,53.571,857.868,43.737,39.797,18.21,1.383,0.903,1.36,,,,,,,,,22995.0,943059.0,15.901,0.388,28617.0,0.483,0.082,12.1,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-09,52991.0,2112.0,2454.143,1162.0,82.0,58.143,893.478,35.61,41.379,19.592,1.383,0.98,1.34,,,,,,,,,25011.0,968070.0,16.323,0.422,29505.0,0.497,0.083,12.0,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-10,55421.0,2430.0,2556.571,1210.0,48.0,59.714,934.45,40.972,43.106,20.402,0.809,1.007,1.33,,,,,,,,,30330.0,998400.0,16.834,0.511,30346.0,0.512,0.084,11.9,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-11,58568.0,3147.0,2539.429,1284.0,74.0,62.286,987.511,53.061,42.817,21.649,1.248,1.05,1.34,,,,,,,,,29999.0,1028399.0,17.34,0.506,29675.0,0.5,0.086,11.7,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-12,61927.0,3359.0,2641.857,1354.0,70.0,63.714,1044.147,56.636,44.544,22.83,1.18,1.074,1.36,,,,,,,,,32026.0,1060425.0,17.88,0.54,29936.0,0.505,0.088,11.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-13,65736.0,3809.0,2823.286,1423.0,69.0,67.286,1108.37,64.223,47.603,23.993,1.163,1.135,1.37,,,,,,,,,27462.0,1087887.0,18.343,0.463,28031.0,0.473,0.101,9.9,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-14,70038.0,4302.0,3107.571,1480.0,57.0,68.857,1180.906,72.536,52.397,24.954,0.961,1.161,1.37,,,,,,,,,34071.0,1121958.0,18.917,0.574,28842.0,0.486,0.108,9.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-15,73533.0,3495.0,3236.286,1568.0,88.0,69.714,1239.835,58.929,54.567,26.438,1.484,1.175,1.34,,,,,,,,,26975.0,1148933.0,19.372,0.455,29411.0,0.496,0.11,9.1,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-16,76334.0,2801.0,3334.714,1625.0,57.0,66.143,1287.063,47.227,56.226,27.399,0.961,1.115,1.31,,,,,,,,,23580.0,1172513.0,19.77,0.398,29206.0,0.492,0.114,8.8,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-17,80412.0,4078.0,3570.143,1674.0,49.0,66.286,1355.822,68.759,60.196,28.225,0.826,1.118,1.3,,,,,,,,,34847.0,1207360.0,20.357,0.588,29851.0,0.503,0.12,8.4,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-18,83890.0,3478.0,3617.429,1737.0,63.0,64.714,1414.464,58.642,60.993,29.287,1.062,1.091,1.27,,,,,,,,,20738.0,1228098.0,20.707,0.35,28528.0,0.481,0.127,7.9,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-19,87715.0,3825.0,3684.0,1831.0,94.0,68.143,1478.957,64.493,62.116,30.872,1.585,1.149,1.28,,,,,,,,,32336.0,1260434.0,21.252,0.545,28573.0,0.482,0.129,7.8,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-20,92681.0,4966.0,3849.286,1877.0,46.0,64.857,1562.688,83.731,64.903,31.648,0.776,1.094,1.31,,,,,,,,,33174.0,1293608.0,21.811,0.559,29389.0,0.496,0.131,7.6,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-21,97302.0,4621.0,3894.857,1930.0,53.0,64.286,1640.603,77.914,65.671,32.542,0.894,1.084,1.33,,,,,,,,,34452.0,1328060.0,22.392,0.581,29443.0,0.496,0.132,7.6,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-22,101590.0,4288.0,4008.143,1991.0,61.0,60.429,1712.902,72.3,67.581,33.57,1.029,1.019,1.34,,,,,,,,,25116.0,1353176.0,22.816,0.423,29178.0,0.492,0.137,7.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-23,106108.0,4518.0,4253.429,2102.0,111.0,68.143,1789.08,76.178,71.717,35.442,1.872,1.149,1.36,,,,,,,,,29596.0,1382772.0,23.315,0.499,30037.0,0.506,0.142,7.1,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-24,111796.0,5688.0,4483.429,2205.0,103.0,75.857,1884.985,95.905,75.595,37.178,1.737,1.279,1.37,,,,,,,,,34122.0,1416894.0,23.89,0.575,29933.0,0.505,0.15,6.7,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-25,118375.0,6579.0,4926.429,2292.0,87.0,79.286,1995.913,110.928,83.064,38.645,1.467,1.337,1.37,,,,,,,,,43118.0,1460012.0,24.617,0.727,33131.0,0.559,0.149,6.7,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-26,124590.0,6215.0,5267.857,2340.0,48.0,72.714,2100.704,104.791,88.821,39.455,0.809,1.226,1.36,,,,,,,,,33092.0,1493104.0,25.175,0.558,33239.0,0.56,0.158,6.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-27,131800.0,7210.0,5588.429,2413.0,73.0,76.571,2222.271,121.567,94.226,40.685,1.231,1.291,1.36,,,,,,,,,35905.0,1529009.0,25.781,0.605,33629.0,0.567,0.166,6.0,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-28,138134.0,6334.0,5833.143,2456.0,43.0,75.143,2329.068,106.797,98.352,41.41,0.725,1.267,1.36,,,,,,,,,38075.0,1567084.0,26.423,0.642,34146.0,0.576,0.171,5.9,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-29,144264.0,6130.0,6096.286,2529.0,73.0,76.857,2432.426,103.358,102.789,42.641,1.231,1.296,1.37,,,,,,,,,29911.0,1596995.0,26.927,0.504,34831.0,0.587,0.175,5.7,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-06-30,151209.0,6945.0,6443.0,2657.0,128.0,79.286,2549.525,117.099,108.635,44.8,2.158,1.337,1.37,,,,,,,,,33013.0,1630008.0,27.483,0.557,35319.0,0.596,0.182,5.5,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-01,159333.0,8124.0,6791.0,2749.0,92.0,77.714,2686.503,136.978,114.503,46.351,1.551,1.31,1.37,,,,,,,,,36931.0,1666939.0,28.106,0.623,35721.0,0.602,0.19,5.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-02,168061.0,8728.0,7098.0,2844.0,95.0,78.857,2833.666,147.162,119.679,47.953,1.602,1.33,1.36,,,,,,,,,39188.0,1706127.0,28.767,0.661,35159.0,0.593,0.202,5.0,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-03,177124.0,9063.0,7504.857,2952.0,108.0,87.429,2986.476,152.811,126.539,49.773,1.821,1.474,1.35,,,,,,,,,39026.0,1745153.0,29.425,0.658,36007.0,0.607,0.208,4.8,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-04,187977.0,10853.0,8025.286,3026.0,74.0,87.571,3169.468,182.992,135.314,51.021,1.248,1.477,1.35,,,,,,,,,46925.0,1792078.0,30.216,0.791,37581.0,0.634,0.214,4.7,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-05,196750.0,8773.0,8373.714,3199.0,173.0,106.143,3317.389,147.921,141.189,53.938,2.917,1.79,1.34,,,,,,,,,38083.0,1830161.0,30.858,0.642,37582.0,0.634,0.223,4.5,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-06,205721.0,8971.0,8779.571,3310.0,111.0,111.571,3468.649,151.259,148.032,55.81,1.872,1.881,1.34,,,,,,,,,33950.0,1864111.0,31.431,0.572,38159.0,0.643,0.23,4.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-07,215855.0,10134.0,9235.143,3502.0,192.0,120.714,3639.517,170.869,155.713,59.047,3.237,2.035,1.33,,,,,,,,,43421.0,1907532.0,32.163,0.732,39646.0,0.668,0.233,4.3,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-08,224665.0,8810.0,9333.143,3602.0,100.0,121.857,3788.062,148.545,157.366,60.733,1.686,2.055,1.31,,,,,,,,,36867.0,1944399.0,32.784,0.622,39637.0,0.668,0.235,4.2,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-09,238339.0,13674.0,10039.714,3720.0,118.0,125.143,4018.619,230.556,169.279,62.723,1.99,2.11,1.31,,,,,,,,,56170.0,2000569.0,33.731,0.947,42063.0,0.709,0.239,4.2,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-10,250687.0,12348.0,10509.0,3860.0,140.0,129.714,4226.817,208.199,177.192,65.083,2.361,2.187,1.29,,,,,,,,,56663.0,2057232.0,34.687,0.955,44583.0,0.752,0.236,4.2,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-11,264184.0,13497.0,10886.714,3971.0,111.0,135.0,4454.389,227.572,183.56,66.955,1.872,2.276,1.27,,,,,,,,,51338.0,2108570.0,35.552,0.866,45213.0,0.762,0.241,4.2,people tested,,,,,,,,,,76.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-12,276242.0,12058.0,11356.0,4079.0,108.0,125.714,4657.699,203.309,191.473,68.776,1.821,2.12,1.25,,,,,,,,,45821.0,2154391.0,36.325,0.773,46319.0,0.781,0.245,4.1,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-13,287796.0,11554.0,11725.0,4172.0,93.0,123.143,4852.51,194.811,197.694,70.344,1.568,2.076,1.23,,,,,,,,,40233.0,2194624.0,37.003,0.678,47216.0,0.796,0.248,4.0,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-14,298292.0,10496.0,11776.714,4346.0,174.0,120.571,5029.482,176.972,198.566,73.278,2.934,2.033,1.2,,,,,,,,,38114.0,2232738.0,37.646,0.643,46458.0,0.783,0.253,3.9,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-15,311049.0,12757.0,12340.571,4453.0,107.0,121.571,5244.577,215.095,208.074,75.082,1.804,2.05,1.17,,,,,,,,,45389.0,2278127.0,38.411,0.765,47675.0,0.804,0.259,3.9,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-16,324221.0,13172.0,12268.857,4669.0,216.0,135.571,5466.669,222.092,206.864,78.724,3.642,2.286,1.13,,,,,,,,,46796.0,2324923.0,39.2,0.789,46336.0,0.781,0.265,3.8,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-17,337594.0,13373.0,12415.286,4804.0,135.0,134.857,5692.151,225.481,209.333,81.0,2.276,2.274,1.11,,,,,,,,,48130.0,2373053.0,40.012,0.812,45117.0,0.761,0.275,3.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-18,350879.0,13285.0,12385.0,4948.0,144.0,139.571,5916.148,223.998,208.823,83.428,2.428,2.353,1.09,,,,,,,,,49688.0,2422741.0,40.85,0.838,44882.0,0.757,0.276,3.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-19,364328.0,13449.0,12583.714,5033.0,85.0,136.286,6142.911,226.763,212.173,84.861,1.433,2.298,1.07,,,,,,,,,49006.0,2471747.0,41.676,0.826,45337.0,0.764,0.278,3.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-20,373628.0,9300.0,12261.714,5173.0,140.0,143.0,6299.718,156.807,206.744,87.222,2.361,2.411,1.05,,,,,,,,,33899.0,2505646.0,42.248,0.572,44432.0,0.749,0.276,3.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-21,381798.0,8170.0,11929.429,5368.0,195.0,146.0,6437.471,137.754,201.141,90.51,3.288,2.462,1.03,,,,,,,,,31275.0,2536921.0,42.775,0.527,43455.0,0.733,0.275,3.6,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-22,394948.0,13150.0,11985.571,5940.0,572.0,212.429,6659.193,221.721,202.088,100.154,9.644,3.582,1.02,,,,,,,,,48553.0,2585474.0,43.594,0.819,43907.0,0.74,0.273,3.7,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-23,408052.0,13104.0,11975.857,6093.0,153.0,203.429,6880.138,220.946,201.924,102.734,2.58,3.43,1.0,,,,,,,,,46632.0,2632106.0,44.38,0.786,43883.0,0.74,0.273,3.7,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-24,421996.0,13944.0,12057.429,6343.0,250.0,219.857,7115.247,235.109,203.3,106.949,4.215,3.707,0.99,,,,,,,,,52382.0,2684488.0,45.263,0.883,44491.0,0.75,0.271,3.7,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-25,434200.0,12204.0,11903.0,6655.0,312.0,243.857,7321.018,205.771,200.696,112.21,5.261,4.112,0.96,,,,,,,,,46324.0,2730812.0,46.044,0.781,44010.0,0.742,0.27,3.7,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-26,445433.0,11233.0,11586.429,6769.0,114.0,248.0,7510.417,189.399,195.358,114.132,1.922,4.182,0.94,,,,,,,,,42966.0,2773778.0,46.768,0.724,43147.0,0.727,0.269,3.7,people tested,,,,,,,,,,80.56,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-27,452529.0,7096.0,11271.571,7067.0,298.0,270.571,7630.062,119.645,190.049,119.156,5.025,4.562,0.92,,,,,,,,,28433.0,2802211.0,47.248,0.479,42366.0,0.714,0.266,3.8,people tested,,,,,,,,,,84.26,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-28,459761.0,7232.0,11137.571,7257.0,190.0,269.857,7752.001,121.938,187.79,122.36,3.204,4.55,0.91,,,,,,,,,28424.0,2830635.0,47.727,0.479,41959.0,0.707,0.265,3.8,people tested,,,,,,,,,,84.26,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-29,471123.0,11362.0,10882.143,7497.0,240.0,222.429,7943.575,191.574,183.483,126.406,4.047,3.75,0.89,,,,,,,,,42528.0,2873163.0,48.444,0.717,41098.0,0.693,0.265,3.8,people tested,,,,,,,,,,84.26,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-30,482169.0,11046.0,10588.143,7812.0,315.0,245.571,8129.82,186.246,178.526,131.718,5.311,4.141,0.88,,,,,,,,,44886.0,2918049.0,49.201,0.757,40849.0,0.689,0.259,3.9,people tested,,,,,,,,,,78.7,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-07-31,493183.0,11014.0,10169.571,8005.0,193.0,237.429,8315.527,185.706,171.468,134.972,3.254,4.003,0.86,,,,,,,,,41486.0,2959535.0,49.901,0.699,39292.0,0.662,0.259,3.9,people tested,,,,,,,,,,78.7,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-01,503290.0,10107.0,9870.0,8153.0,148.0,214.0,8485.94,170.413,166.417,137.467,2.495,3.608,0.83,,,,,,,,,42450.0,3001985.0,50.616,0.716,38739.0,0.653,0.255,3.9,people tested,,,,,,,,,,78.7,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-02,511485.0,8195.0,9436.0,8366.0,213.0,228.143,8624.116,138.175,159.1,141.059,3.591,3.847,0.81,,,,,,,,,34794.0,3036779.0,51.203,0.587,37572.0,0.633,0.251,4.0,people tested,,,,,,,,,,78.7,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-03,516862.0,5377.0,9190.429,8539.0,173.0,210.286,8714.777,90.661,154.959,143.976,2.917,3.546,0.8,,,,,,,,,21916.0,3058695.0,51.572,0.37,36641.0,0.618,0.251,4.0,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-04,521318.0,4456.0,8793.857,8884.0,345.0,232.429,8789.909,75.132,148.273,149.793,5.817,3.919,0.78,,,,,,,,,19507.0,3078202.0,51.901,0.329,35367.0,0.596,0.249,4.0,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-05,529877.0,8559.0,8393.429,9298.0,414.0,257.286,8934.222,144.313,141.521,156.773,6.98,4.338,0.78,,,,,,,,,34989.0,3113191.0,52.491,0.59,34290.0,0.578,0.245,4.1,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
