iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
ZAF,Africa,South Africa,2020-08-06,538184.0,8307.0,8002.143,9604.0,306.0,256.0,9074.286,140.064,134.924,161.932,5.159,4.316,0.76,,,,,,,,,36616.0,3149807.0,53.109,0.617,33108.0,0.558,0.242,4.1,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-07,545476.0,7292.0,7470.429,9909.0,305.0,272.0,9197.236,122.95,125.958,167.075,5.143,4.586,0.74,,,,,,,,,33851.0,3183658.0,53.679,0.571,32018.0,0.54,0.233,4.3,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-08,553188.0,7712.0,7128.286,10210.0,301.0,293.857,9327.267,130.032,120.19,172.15,5.075,4.955,0.73,,,,,,,,,36607.0,3220265.0,54.297,0.617,31183.0,0.526,0.229,4.4,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-09,559859.0,6671.0,6910.571,10408.0,198.0,291.714,9439.747,112.479,116.519,175.489,3.338,4.919,0.71,,,,,,,,,30318.0,3250583.0,54.808,0.511,30543.0,0.515,0.226,4.4,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-10,563598.0,3739.0,6676.571,10621.0,213.0,297.429,9502.79,63.043,112.573,179.08,3.591,5.015,0.68,,,,,,,,,16911.0,3267494.0,55.093,0.285,29828.0,0.503,0.224,4.5,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-11,566109.0,2511.0,6398.714,10751.0,130.0,266.714,9545.127,42.338,107.888,181.272,2.192,4.497,0.65,,,,,,,,,11483.0,3278977.0,55.287,0.194,28682.0,0.484,0.223,4.5,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-12,568919.0,2810.0,5577.429,11010.0,259.0,244.571,9592.507,47.379,94.041,185.639,4.367,4.124,0.63,,,,,,,,,16457.0,3295434.0,55.564,0.277,26035.0,0.439,0.214,4.7,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-13,572865.0,3946.0,4954.429,11270.0,260.0,238.0,9659.04,66.533,83.536,190.023,4.384,4.013,0.64,,,,,,,,,20063.0,3315497.0,55.902,0.338,23670.0,0.399,0.209,4.8,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-14,579140.0,6275.0,4809.143,11556.0,286.0,235.286,9764.842,105.802,81.087,194.845,4.822,3.967,0.67,,,,,,,,,35614.0,3351111.0,56.503,0.6,23922.0,0.403,0.201,5.0,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-15,583653.0,4513.0,4352.143,11677.0,121.0,209.571,9840.936,76.093,73.381,196.885,2.04,3.534,0.67,,,,,,,,,26918.0,3378029.0,56.957,0.454,22538.0,0.38,0.193,5.2,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-16,587345.0,3692.0,3926.571,11839.0,162.0,204.429,9903.186,62.251,66.206,199.617,2.731,3.447,0.68,,,,,,,,,22609.0,3400638.0,57.338,0.381,21436.0,0.361,0.183,5.5,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-17,589886.0,2541.0,3755.429,11982.0,143.0,194.429,9946.03,42.844,63.32,202.028,2.411,3.278,0.68,,,,,,,,,15032.0,3415670.0,57.591,0.253,21168.0,0.357,0.177,5.6,people tested,,,,,,,,,,75.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-18,592144.0,2258.0,3719.286,12264.0,282.0,216.143,9984.102,38.072,62.711,206.783,4.755,3.644,0.69,,,,,,,,,14677.0,3430347.0,57.839,0.247,21624.0,0.365,0.172,5.8,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-19,596060.0,3916.0,3877.286,12423.0,159.0,201.857,10050.129,66.027,65.375,209.463,2.681,3.404,0.69,,,,,,,,,25324.0,3455671.0,58.266,0.427,22891.0,0.386,0.169,5.9,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-20,599940.0,3880.0,3867.857,12618.0,195.0,192.571,10115.55,65.42,65.216,212.751,3.288,3.247,0.69,,,,,,,,,24612.0,3480283.0,58.681,0.415,23541.0,0.397,0.164,6.1,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-21,603338.0,3398.0,3456.857,12843.0,225.0,183.857,10172.843,57.293,58.286,216.545,3.794,3.1,0.68,,,,,,,,,24224.0,3504507.0,59.089,0.408,21914.0,0.369,0.158,6.3,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-22,607045.0,3707.0,3341.714,12987.0,144.0,187.143,10235.347,62.503,56.344,218.973,2.428,3.155,0.69,,,,,,,,,30560.0,3535067.0,59.605,0.515,22434.0,0.378,0.149,6.7,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-23,609773.0,2728.0,3204.0,13059.0,72.0,174.286,10281.343,45.997,54.022,220.187,1.214,2.939,0.68,,,,,,,,,18358.0,3553425.0,59.914,0.31,21827.0,0.368,0.147,6.8,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-24,611450.0,1677.0,3080.571,13159.0,100.0,168.143,10309.619,28.276,51.941,221.873,1.686,2.835,0.68,,,,,,,,,10640.0,3564065.0,60.093,0.179,21199.0,0.357,0.145,6.9,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-25,613017.0,1567.0,2981.857,13308.0,149.0,149.143,10336.04,26.421,50.277,224.385,2.512,2.515,0.68,,,,,,,,,14771.0,3578836.0,60.343,0.249,21213.0,0.358,0.141,7.1,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-26,615701.0,2684.0,2805.857,13502.0,194.0,154.143,10381.295,45.255,47.309,227.656,3.271,2.599,0.68,,,,,,,,,20137.0,3598973.0,60.682,0.34,20472.0,0.345,0.137,7.3,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-27,618286.0,2585.0,2620.857,13628.0,126.0,144.286,10424.88,43.586,44.19,229.781,2.124,2.433,0.68,,,,,,,,,19009.0,3617982.0,61.003,0.321,19671.0,0.332,0.133,7.5,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-28,620132.0,1846.0,2399.143,13743.0,115.0,128.571,10456.006,31.125,40.452,231.72,1.939,2.168,0.68,,,,,,,,,14329.0,3632311.0,61.244,0.242,18258.0,0.308,0.131,7.6,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-29,622551.0,2419.0,2215.143,13981.0,238.0,142.0,10496.792,40.787,37.349,235.733,4.013,2.394,0.71,,,,,,,,,20659.0,3652970.0,61.592,0.348,16843.0,0.284,0.132,7.6,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-30,625056.0,2505.0,2183.286,14028.0,47.0,138.429,10539.029,42.237,36.812,236.525,0.792,2.334,0.75,,,,,,,,,21902.0,3674872.0,61.962,0.369,17350.0,0.293,0.126,7.9,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-08-31,627041.0,1985.0,2227.286,14149.0,121.0,141.429,10572.498,33.469,37.554,238.565,2.04,2.385,0.76,,,,,,,,,18849.0,3693721.0,62.28,0.318,18522.0,0.312,0.12,8.3,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-01,628259.0,1218.0,2177.429,14263.0,114.0,136.429,10593.035,20.537,36.713,240.488,1.922,2.3,0.76,,,,,,,,,11687.0,3705408.0,62.477,0.197,18082.0,0.305,0.12,8.3,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-02,630595.0,2336.0,2127.714,14389.0,126.0,126.714,10632.422,39.387,35.875,242.612,2.124,2.137,0.76,,,,,,,,,21313.0,3726721.0,62.836,0.359,18250.0,0.308,0.117,8.6,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-03,633015.0,2420.0,2104.143,14563.0,174.0,133.571,10673.225,40.803,35.478,245.546,2.934,2.252,0.75,,,,,,,,,20380.0,3747101.0,63.18,0.344,18446.0,0.311,0.114,8.8,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-04,635078.0,2063.0,2135.143,14678.0,115.0,133.571,10708.009,34.784,36.001,247.485,1.939,2.252,0.75,,,,,,,,,18599.0,3765700.0,63.493,0.314,19056.0,0.321,0.112,8.9,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-05,636884.0,1806.0,2047.571,14779.0,101.0,114.0,10738.46,30.451,34.524,249.188,1.703,1.922,0.75,,,,,,,,,18123.0,3783823.0,63.799,0.306,18693.0,0.315,0.11,9.1,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-06,638517.0,1633.0,1923.0,14889.0,110.0,123.0,10765.994,27.534,32.424,251.042,1.855,2.074,0.76,,,,,,,,,16367.0,3800190.0,64.075,0.276,17903.0,0.302,0.107,9.3,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-07,639362.0,845.0,1760.143,15004.0,115.0,122.143,10780.241,14.247,29.678,252.981,1.939,2.059,0.77,,,,,,,,,8759.0,3808949.0,64.222,0.148,16461.0,0.278,0.107,9.4,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-08,640441.0,1079.0,1740.286,15086.0,82.0,117.571,10798.434,18.193,29.343,254.364,1.383,1.982,0.79,,,,,,,,,12213.0,3821162.0,64.428,0.206,16536.0,0.279,0.105,9.5,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-09,642431.0,1990.0,1690.857,15168.0,82.0,111.286,10831.988,33.553,28.509,255.747,1.383,1.876,0.81,,,,,,,,,21736.0,3842898.0,64.795,0.366,16597.0,0.28,0.102,9.8,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-10,644438.0,2007.0,1631.857,15265.0,97.0,100.286,10865.828,33.84,27.515,257.382,1.636,1.691,0.83,,,,,,,,,20555.0,3863453.0,65.141,0.347,16622.0,0.28,0.098,10.2,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-11,646398.0,1960.0,1617.143,15378.0,113.0,100.0,10898.875,33.047,27.267,259.287,1.905,1.686,0.84,,,,,,,,,20713.0,3884166.0,65.491,0.349,16924.0,0.285,0.096,10.5,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-12,648214.0,1816.0,1618.571,15427.0,49.0,92.571,10929.494,30.619,27.291,260.114,0.826,1.561,0.85,,,,,,,,,18620.0,3902786.0,65.805,0.314,16995.0,0.287,0.095,10.5,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-13,649793.0,1579.0,1610.857,15447.0,20.0,79.714,10956.118,26.623,27.161,260.451,0.337,1.344,0.86,,,,,,,,,15692.0,3918478.0,66.069,0.265,16898.0,0.285,0.095,10.5,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-14,650749.0,956.0,1626.714,15499.0,52.0,70.714,10972.237,16.119,27.428,261.328,0.877,1.192,0.87,,,,,,,,,10136.0,3928614.0,66.24,0.171,17095.0,0.288,0.095,10.5,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-15,651521.0,772.0,1582.857,15641.0,142.0,79.286,10985.254,13.017,26.688,263.722,2.394,1.337,0.89,,,,,,,,,11603.0,3940217.0,66.436,0.196,17008.0,0.287,0.093,10.7,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-16,653444.0,1923.0,1573.286,15705.0,64.0,76.714,11017.677,32.424,26.527,264.801,1.079,1.293,0.92,,,,,,,,,20962.0,3961179.0,66.789,0.353,16897.0,0.285,0.093,10.7,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-17,655572.0,2128.0,1590.571,15772.0,67.0,72.429,11053.557,35.88,26.819,265.931,1.13,1.221,0.94,,,,,,,,,22354.0,3983533.0,67.166,0.377,17154.0,0.289,0.093,10.8,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-18,657627.0,2055.0,1604.143,15857.0,85.0,68.429,11088.206,34.649,27.047,267.364,1.433,1.154,0.95,,,,,,,,,20057.0,4003590.0,67.504,0.338,17061.0,0.288,0.094,10.6,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-19,659656.0,2029.0,1634.571,15940.0,83.0,73.286,11122.417,34.211,27.56,268.763,1.399,1.236,0.95,,,,,,,,,21069.0,4024659.0,67.86,0.355,17410.0,0.294,0.094,10.7,people tested,,,,,,,,,,66.67,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-20,661211.0,1555.0,1631.143,15953.0,13.0,72.286,11148.636,26.219,27.503,268.983,0.219,1.219,0.93,,,,,,,,,16884.0,4041543.0,68.144,0.285,17581.0,0.296,0.093,10.8,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-21,661936.0,725.0,1598.143,15992.0,39.0,70.429,11160.86,12.224,26.946,269.64,0.658,1.187,0.93,,,,,,,,,6180.0,4047723.0,68.248,0.104,17016.0,0.287,0.094,10.6,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-22,663282.0,1346.0,1680.143,16118.0,126.0,68.143,11183.555,22.695,28.329,271.765,2.124,1.149,0.93,,,,,,,,,16394.0,4064117.0,68.525,0.276,17700.0,0.298,0.095,10.5,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-23,665188.0,1906.0,1677.714,16206.0,88.0,71.571,11215.692,32.137,28.288,273.248,1.484,1.207,0.92,,,,,,,,,19640.0,4083757.0,68.856,0.331,17511.0,0.295,0.096,10.4,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-24,667049.0,1861.0,1639.571,16283.0,77.0,73.0,11247.07,31.378,27.645,274.547,1.298,1.231,0.9,,,,,,,,,18405.0,4102162.0,69.166,0.31,16947.0,0.286,0.097,10.3,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-25,668529.0,1480.0,1557.429,16312.0,29.0,65.0,11272.024,24.954,26.26,275.036,0.489,1.096,0.88,,,,,,,,,14917.0,4117079.0,69.418,0.252,16213.0,0.273,0.096,10.4,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-26,669498.0,969.0,1406.0,16376.0,64.0,62.286,11288.363,16.338,23.706,276.115,1.079,1.05,0.86,,,,,,,,,11359.0,4128438.0,69.609,0.192,14826.0,0.25,0.095,10.5,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-27,670766.0,1268.0,1365.0,16398.0,22.0,63.571,11309.742,21.38,23.015,276.486,0.371,1.072,0.89,,,,,,,,,15028.0,4143466.0,69.863,0.253,14560.0,0.245,0.094,10.7,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-28,671669.0,903.0,1390.429,16586.0,188.0,84.857,11324.968,15.225,23.444,279.655,3.17,1.431,0.93,,,,,,,,,9014.0,4152480.0,70.015,0.152,14965.0,0.252,0.093,10.8,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-29,672572.0,903.0,1327.143,16667.0,81.0,78.429,11340.193,15.225,22.377,281.021,1.366,1.322,0.95,,,,,,,,,12011.0,4164491.0,70.217,0.203,14339.0,0.242,0.093,10.8,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-09-30,674339.0,1767.0,1307.286,16734.0,67.0,75.429,11369.986,29.793,22.042,282.151,1.13,1.272,0.98,,,,,,,,,23426.0,4187917.0,70.612,0.395,14880.0,0.251,0.088,11.4,people tested,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-01,676084.0,1745.0,1290.714,16866.0,132.0,83.286,11399.409,29.422,21.763,284.377,2.226,1.404,1.01,,,,,,,,,21132.0,4209049.0,70.969,0.356,15270.0,0.257,0.085,11.8,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-02,677833.0,1749.0,1329.143,16909.0,43.0,85.286,11428.899,29.49,22.411,285.102,0.725,1.438,1.03,,,,,,,,,20660.0,4229709.0,71.317,0.348,16090.0,0.271,0.083,12.1,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-03,679716.0,1883.0,1459.714,16938.0,29.0,80.286,11460.648,31.749,24.612,285.591,0.489,1.354,1.03,,,,,,,,,21804.0,4251513.0,71.684,0.368,17582.0,0.296,0.083,12.0,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-04,681289.0,1573.0,1503.286,16976.0,38.0,82.571,11487.17,26.522,25.347,286.231,0.641,1.392,1.03,,,,,,,,,18113.0,4269626.0,71.99,0.305,18023.0,0.304,0.083,12.0,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-05,682215.0,926.0,1506.571,17016.0,40.0,61.429,11502.783,15.613,25.402,286.906,0.674,1.036,1.03,,,,,,,,,10714.0,4280340.0,72.171,0.181,18266.0,0.308,0.082,12.1,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-06,683242.0,1027.0,1524.286,17103.0,87.0,62.286,11520.099,17.316,25.701,288.373,1.467,1.05,1.03,,,,,,,,,14591.0,4294931.0,72.417,0.246,18634.0,0.314,0.082,12.2,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-07,685155.0,1913.0,1545.143,17248.0,145.0,73.429,11552.354,32.255,26.053,290.817,2.445,1.238,1.04,,,,,,,,,23583.0,4318514.0,72.814,0.398,18657.0,0.315,0.083,12.1,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-08,686891.0,1736.0,1543.857,17408.0,160.0,77.429,11581.625,29.271,26.031,293.515,2.698,1.306,1.04,,,,,,,,,21172.0,4339686.0,73.171,0.357,18662.0,0.315,0.083,12.1,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-09,688352.0,1461.0,1502.714,17547.0,139.0,91.143,11606.259,24.634,25.337,295.859,2.344,1.537,1.05,,,,,,,,,20419.0,4360105.0,73.515,0.344,18628.0,0.314,0.081,12.4,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
ZAF,Africa,South Africa,2020-10-10,690896.0,2544.0,1597.143,17673.0,126.0,105.0,11649.153,42.894,26.929,297.983,2.124,1.77,1.08,,,,,,,,,28066.0,4388171.0,73.989,0.473,19523.0,0.329,0.082,12.2,people tested,,,,,,,,,,45.37,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
